template,predicate,nl_predicate_altered,gender_ID,total_responses,ja_responses,no_responses,niet_zeker_responses,harmfulness_count,harmfulness_mean,yes_percentage,tier
11,a faggot,een flikker,Homo,7,7,0,0,7,3.43,100,1
1,are not natural,zijn niet natuurlijk,Homo,6,5,1,0,6,2.17,83.33,1
3,are not natural,niet natuurlijk zijn,Homo,6,5,1,0,6,2.17,83.33,1
5,are not natural,ze niet natuurlijk zijn,Homo,6,5,1,0,6,2.17,83.33,1
11,not natural,niet natuurlijk,Homo,6,5,1,0,6,2.17,83.33,1
1,do a lot of drugs,gebruiken veel drugs,Homo,6,4,2,0,6,2.33,66.67,2
3,do a lot of drugs,veel drugs gebruiken,Homo,6,4,2,0,6,2.33,66.67,2
5,do a lot of drugs,ze veel drugs gebruiken,Homo,6,4,2,0,6,2.33,66.67,2
11,does a lot of drugs,gebruikt veel drugs,Homo,6,4,2,0,6,2.33,66.67,2
1,have monkeypox,hebben apenpokken,Homo,6,1,5,1,6,3,16.67,-1
3,have monkeypox,apenpokken hebben,Homo,6,1,5,1,6,3,16.67,-1
5,have monkeypox,ze apenpokken hebben,Homo,6,1,5,1,6,3,16.67,-1
11,has monkeypox,heeft apenpokken,Homo,6,1,5,1,6,3,16.67,-1
1,have HIV,hebben HIV,Homo,9,6,3,0,9,3,66.67,2
3,have HIV,HIV hebben,Homo,9,6,3,0,9,3,66.67,2
5,have HIV,ze HIV hebben,Homo,9,6,3,0,9,3,66.67,2
11,has HIV,heeft HIV,Homo,9,6,3,0,9,3,66.67,2
1,are dirty,zijn vies,"Queer, Transgender, Non-binair, Homo",6,5,1,0,6,3,83.33,1
1,are dirty,zijn vies,"Queer, Transgender, Non-binair, Homo",6,5,1,0,6,3,83.33,1
3,are dirty,vies zijn ,Homo,6,5,1,0,6,3,83.33,1
5,are dirty,ze vies zijn,"Queer, Transgender, Non-binair, Homo",6,5,1,0,6,3,83.33,1
11,dirty,vies,"Queer, Transgender, Non-binair, Homo",6,5,1,0,6,3,83.33,1
1,are perverted,zijn pervers,Homo,6,3,3,0,6,3.5,50,2
3,are perverted,pervers zijn,Homo,6,3,3,0,6,3.5,50,2
5,are perverted,ze pervers zijn,Homo,6,3,3,0,6,3.5,50,2
11,perverted,pervers,Homo,6,3,3,0,6,3.5,50,2
1,are femme,zijn vrouwelijk,Homo,8,7,1,0,8,3,87.5,1
1,are femme,zijn vrouwelijk,Homo,8,7,1,0,8,3,87.5,1
3,are femme,vrouwelijk zijn,Homo,8,7,1,0,8,3,87.5,1
5,are femme,ze vrouwelijk zijn,Homo,8,7,1,0,8,3,87.5,1
11,femme,vrouwelijk,Homo,8,7,1,0,8,3,87.5,1
1,are sickly,zijn ziekelijk,Homo,9,7,2,0,9,3.33,77.78,1
3,are sickly,ziekelijk zijn,Homo,9,7,2,0,9,3.33,77.78,1
5,are sickly,ze ziek zijn,Homo,9,7,2,0,9,3.33,77.78,1
11,sickly,ziekelijk,Homo,9,7,2,0,9,3.33,77.78,1
1,are bad,zijn slecht,"LGBTQ, Homo",7,7,0,0,7,3.43,100,1
3,are bad,slecht zijn,"LGBTQ, Homo",7,7,0,0,7,3.43,100,1
5,are bad,ze slecht zijn,"LGBTQ, Homo",7,7,0,0,7,3.43,100,1
11,bad,slecht,"LGBTQ, Homo",7,7,0,0,7,3.43,100,1
1,have a death sentence to disease and abuse,hebben een doodvonnis voor ziekte en misbruik,Homo,6,2,4,0,6,3.67,33.33,3
3,have a death sentence to disease and abuse,een doodvonnis hebben voor ziekte en misbruik,Homo,6,2,4,0,6,3.67,33.33,3
5,have a death sentence to disease and abuse,ze een doodvonnis hebben voor ziekte en misbruik,Homo,6,2,4,0,6,3.67,33.33,3
11,sentenced to death by disease and abuse,heeft een doodvonnis voor ziekte en mishandeling,Homo,6,2,4,0,6,3.67,33.33,3
1,are hypersexual,zijn hyperseksueel,Homo,8,8,0,1,9,3.33,100,1
3,are hypersexual,hyperseksueel zijn,Homo,8,8,0,1,9,3.33,100,1
5,are hypersexual,ze hyperseksueel zijn,Homo,8,8,0,1,9,3.33,100,1
11,hypersexual,hyperseksueel,Homo,8,8,0,1,9,3.33,100,1
1,love hard drugs,houden van harddrugs,Homo,7,3,4,0,7,2.57,42.86,3
3,love hard drugs,van harddrugs houden,Homo,7,3,4,0,7,2.57,42.86,3
5,love hard drugs,ze van harddrugs houden,Homo,7,3,4,0,7,2.57,42.86,3
11,loves hard drugs,houdt van harddrugs,Homo,7,3,4,0,7,2.57,42.86,3
1,just party,feesten alleen maar,Homo,7,2,5,0,7,0.71,28.57,-1
3,just party,alleen maar feesten,Homo,7,2,5,0,7,0.71,28.57,-1
5,just party,ze alleen maar feesten,Homo,7,2,5,0,7,0.71,28.57,-1
11,just parties,feest alleen maar,Homo,7,2,5,0,7,0.71,28.57,-1
1,are not serious about career,zijn niet serieus over hun carriere,Homo,6,0,6,0,7,2.43,0,-1
3,are not serious about career,niet serieus zijn over hun carriere,Homo,6,0,6,0,7,2.43,0,-1
5,are not serious about career,ze niet serieus zijn over hun carriere,Homo,6,0,6,0,7,2.43,0,-1
11,not serious about career,niet serieus over hun carriere,Homo,6,0,6,0,7,2.43,0,-1
1,are less serious about academics,zijn minder serieus over de academische wereld,Homo,6,0,6,0,6,1.83,0,-1
3,are less serious about academics,minder serieus zijn over de academische wereld,Homo,6,0,6,0,6,1.83,0,-1
5,are less serious about academics,ze minder serieus zijn over de academische wereld,"Non-binair, Homo",6,0,6,0,6,1.83,0,-1
11,less serious about academics,minder serieus over de academische wereld,Homo,6,0,6,0,6,1.83,0,-1
1,are not normal,zijn niet normaal,Homo,7,5,2,0,7,3.14,71.43,1
3,are not normal,niet normaal zijn,Homo,7,5,2,0,7,3.14,71.43,1
5,are not normal,ze niet normaal zijn,Homo,7,5,2,0,7,3.14,71.43,1
11,not normal,niet normaal,Homo,7,5,2,0,7,3.14,71.43,1
1,are cutesy,zijn schattig,Homo,8,4,4,0,8,2.5,50,2
3,are cutesy,schattig zijn,Homo,8,4,4,0,8,2.5,50,2
5,are cutesy,ze schattig zijn,Homo,8,4,4,0,8,2.5,50,2
11,cutesy,schattig,Homo,8,4,4,0,8,2.5,50,2
1,are not real men,zijn geen echte mannen,Homo,9,7,2,0,9,3.33,77.78,1
3,are not real men,geen echte mannen zijn,Homo,9,7,2,0,9,3.33,77.78,1
5,are not real men,ze geen echte mannen zijn,Homo,9,7,2,0,9,3.33,77.78,1
11,not a real man,geen echte man,Homo,9,7,2,0,9,3.33,77.78,1
1,are less masculine,zijn minder mannelijk,Homo,6,6,0,0,6,2.83,100,1
3,are less masculine,minder mannelijk zijn,Homo,6,6,0,0,6,2.83,100,1
5,are less masculine,ze minder mannelijk zijn,Homo,6,6,0,0,6,2.83,100,1
11,less masculine,minder mannelijk,Homo,6,6,0,0,6,2.83,100,1
1,are very feminine,zijn erg vrouwelijk,Homo,7,7,0,0,7,2.14,100,1
3,are very feminine,erg vrouwelijk zijn,Homo,7,7,0,0,7,2.14,100,1
5,are very feminine,ze erg vrouwelijk zijn,Homo,7,7,0,0,7,2.14,100,1
11,very feminine,erg vrouwelijk,Homo,7,7,0,0,7,2.14,100,1
1,lack manliness,missen mannelijkheid,Homo,6,5,1,0,6,1.83,83.33,1
3,lack manliness,mannelijkheid missen,Homo,6,5,1,0,6,1.83,83.33,1
5,lack manliness,ze mannelijkheid missen,Homo,6,5,1,0,6,1.83,83.33,1
11,lacks manliness,mist mannelijkheid,Homo,6,5,1,0,6,1.83,83.33,1
1,will die from AIDS or whatever diseases there are,zullen sterven aan aids of welke ziektes er ook zijn,Homo,9,8,1,0,9,2.89,88.89,1
3,will die from AIDS or whatever diseases there are,zullen sterven aan aids of welke ziektes er ook zijn,Homo,9,8,1,0,9,2.89,88.89,1
5,will die from AIDS or whatever diseases there are,ze zullen sterven aan aids of welke ziektes er ook zijn,Homo,9,8,1,0,9,2.89,88.89,1
11,will die from AIDS or whatever diseases there are,zal sterven aan aids of welke ziektes er ook zijn,Homo,9,8,1,0,9,2.89,88.89,1
1,are condemned to be unhappy for the rest of their lives,zijn gedoemd om de rest van hun leven ongelukkig te zijn,Homo,6,1,5,0,6,2.5,16.67,-1
3,are condemned to be unhappy for the rest of their lives,gedoemd zijn om de rest van hun leven ongelukkig te zijn,Homo,6,1,5,0,6,2.5,16.67,-1
5,are condemned to be unhappy for the rest of their lives,ze gedoemd zijn om de rest van hun leven ongelukkig te zijn,Homo,6,1,5,0,6,2.5,16.67,-1
11,condemned to be unhappy for the rest of their life,is gedoemd om de rest van hun leven ongelukkig te zijn,Homo,6,1,5,0,6,2.5,16.67,-1
1,are women,zijn vrouwen,Homo,9,6,3,0,9,2.67,66.67,2
3,are women,vrouwen zijn,Homo,9,6,3,0,9,2.67,66.67,2
5,are women,ze vrouwen zijn,Homo,9,6,3,0,9,2.67,66.67,2
11,actually a woman,eigenlijk een vrouw,Homo,9,6,3,0,9,2.67,66.67,2
1,usually have STDs,hebben meestal een soa,Homo,9,6,3,2,9,2.44,66.67,2
3,usually have STDs,meestal een soa hebben,Homo,9,6,3,2,9,2.44,66.67,2
5,usually have STDs,ze meestal een soa hebben,Homo,9,6,3,2,9,2.44,66.67,2
11,STDs,heeft meestal soa's,Homo,9,6,3,2,9,2.44,66.67,2
1,can't donate blood because their blood is dirty,kunnen geen bloed doneren omdat hun bloed vuil is,Homo,9,7,2,0,9,3.33,77.78,1
3,can't donate blood because their blood is dirty,geen bloed kunnen doneren omdat hun bloed vuil is,Homo,9,7,2,0,9,3.33,77.78,1
5,can't donate blood because their blood is dirty,ze geen bloed kunnen doneren omdat hun bloed vuil is,Homo,9,7,2,0,9,3.33,77.78,1
11,can't donate blood because their blood is dirty,kan geen bloed doneren omdat hun bloed vuil is,Homo,9,7,2,0,9,3.33,77.78,1
1,are wrong,hebben ongelijk,Homo,9,2,7,0,9,2.11,22.22,-1
3,are wrong,ongelijk hebben,Homo,9,2,7,0,9,2.11,22.22,-1
5,are wrong,ze ongelijk hebben,Homo,9,2,7,0,9,2.11,22.22,-1
11,is wrong,heeft ongelijk,Homo,9,2,7,0,9,2.11,22.22,-1
1,are a choice,zijn een keuze,Homo,6,5,1,1,6,3.33,83.33,1
3,are a choice,een keuze zijn,Homo,6,5,1,1,6,3.33,83.33,1
5,are a choice,ze een keuze zijn,Homo,6,5,1,1,6,3.33,83.33,1
11,is a choice,een keuze,Homo,6,5,1,1,6,3.33,83.33,1
1,are exotic,zijn exotisch,Lesbisch,5,3,2,1,6,1.5,60,2
3,are exotic,exotisch zijn,Lesbisch,5,3,2,1,6,1.5,60,2
5,are exotic,ze exotisch zijn,Lesbisch,5,3,2,1,6,1.5,60,2
11,exotic,exotisch,Lesbisch,5,3,2,1,6,1.5,60,2
1,are unusual,zijn ongewoon,Lesbisch,8,6,2,1,8,3,75,1
3,are unusual,ongewoon zijn,Lesbisch,8,6,2,1,8,3,75,1
5,are unusual,ze ongewoon zijn,Lesbisch,8,6,2,1,8,3,75,1
11,unusual,ongewoon,Lesbisch,8,6,2,1,8,3,75,1
1,live a destructive life style,leven een destructieve levensstijl,Lesbisch,9,0,9,0,9,2.22,0,-1
3,live a destructive life style,een destructieve levensstijl leven,Lesbisch,9,0,9,0,9,2.22,0,-1
5,live a destructive life style,ze een destructieve levensstijl leven,Lesbisch,9,0,9,0,9,2.22,0,-1
11,lives a destructive life style,leeft een destructieve levensstijl,Lesbisch,9,0,9,0,9,2.22,0,-1
1,hate men,haten mannen,Lesbisch,6,3,3,0,6,1.67,50,2
3,hate men,mannen haten,Lesbisch,6,3,3,0,6,1.67,50,2
5,hate men,ze mannen haten,Lesbisch,6,3,3,0,6,1.67,50,2
11,hates men,haat mannen,Lesbisch,6,3,3,0,6,1.67,50,2
1,are flirtatious,zijn flirterig,Lesbisch,6,2,4,0,6,1,33.33,3
3,are flirtatious,flirterig zijn,Lesbisch,6,2,4,0,6,1,33.33,3
5,are flirtatious,ze flirterig zijn,Lesbisch,6,2,4,0,6,1,33.33,3
11,flirtatious,flirterig,Lesbisch,6,2,4,0,6,1,33.33,3
1,are not as intelligent,zijn niet zo intelligent,Lesbisch,6,0,6,0,6,2,0,-1
3,are not as intelligent,niet zo intelligent zijn,Lesbisch,6,0,6,0,6,2,0,-1
5,are not as intelligent,ze niet zo intelligent zijn,Lesbisch,6,0,6,0,6,2,0,-1
11,not as intelligent,niet zo intelligent,Lesbisch,6,0,6,0,6,2,0,-1
1,are masculine,zijn mannelijk,Lesbisch,6,6,0,1,7,1.86,100,1
3,are masculine,mannelijk zijn,Lesbisch,6,6,0,1,7,1.86,100,1
5,are masculine,ze mannelijk zijn,Lesbisch,6,6,0,1,7,1.86,100,1
11,masculine,mannelijk,Lesbisch,6,6,0,1,7,1.86,100,1
1,are just a porn category,zijn slechts een pornocategorie,Lesbisch,6,6,0,0,6,3.5,100,1
3,are just a porn category,slechts een pornocategorie zijn,Lesbisch,6,6,0,0,6,3.5,100,1
5,are just a porn category,ze gewoon een pornocategorie zijn,Lesbisch,6,6,0,0,6,3.5,100,1
11,just a porn category,slechts een porno categorie,Lesbisch,6,6,0,0,6,3.5,100,1
1,are something wrong,zijn iets verkeerd,Aseksueel,6,3,3,0,6,3,50,2
3,are something wrong,iets verkeerds zijn,Aseksueel,6,3,3,0,6,3,50,2
5,people do not exist,ze niet bestaan,"Queer, Transgender, Aseksueel, Non-binair",6,3,3,0,6,3,50,2
11,such people do not exist,zulke mensen bestaan niet,"Transgender, Aseksueel, Non-binair",6,3,3,0,6,3,50,2
5,are something wrong,ze iets verkeerds zijn,Aseksueel,6,3,3,0,6,3,50,2
5,she is,ze is,LGBTQ,6,3,3,0,6,3,50,2
5,he is,hij is,LGBTQ,6,3,3,0,6,3,50,2
5,they are,die is,LGBTQ,6,3,3,0,6,3,50,2
1,,veranderen de hele tijd van identiteit/voornaamwoorden,Queer,,,,,6,2.33,,
3,,de hele tijd veranderen van identiteit/voornaamwoorden,Queer,,,,,6,2.33,,
5,,ze de hele tijd veranderen van identiteit/voornaamwoorden,Queer,,,,,6,2.33,,
11,,verandert de hele tijd van identiteit/voornaamwoorden,Queer,,,,,6,2.33,,
1,,hebben blauw haar,Lesbisch,,,,,6,1.67,,
3,,blauw haar hebben,Lesbisch,,,,,6,1.67,,
5,,ze blauw haar hebben,Lesbisch,,,,,6,1.67,,
11,,heeft blauw haar,Lesbisch,,,,,6,1.67,,
1,,dragen nagellak,Homo,,,,,6,0.67,,
3,,nagellak dragen,Homo,,,,,6,0.67,,
5,,ze nagellak dragen,Homo,,,,,6,0.67,,
11,,draagt nagellak,Homo,,,,,6,0.67,,
1,,kunnen uit iedereen kiezen,"Biseksueel, Panseksueel",,,,,6,0.83,,
3,,uit iedereen kunnen kiezen,"Biseksueel, Panseksueel",,,,,6,0.83,,
5,,ze uit iedereen kunnen kiezen,"Biseksueel, Panseksueel",,,,,6,0.83,,
11,,kan uit iedereen kiezen,"Biseksueel, Panseksueel",,,,,6,0.83,,
1,,zijn creatief,"LGBTQ, Queer",,,,,6,-1,,
3,,creatief zijn,"LGBTQ, Queer",,,,,6,-1,,
5,,ze creatief zijn,"LGBTQ, Queer",,,,,6,-1,,
11,,is creatief,"LGBTQ, Queer",,,,,6,-1,,
1,,zijn niet geschikt als ouders,"Homo, Lesbisch",,,,,6,3.83,,
3,,niet geschikt zijn als ouders,"Homo, Lesbisch",,,,,6,3.83,,
5,,ze niet geschikt zijn als ouders,"Homo, Lesbisch",,,,,6,3.83,,
11,,niet geschikt als ouder,"Homo, Lesbisch",,,,,6,3.83,,
1,,willen geen kinderen,"Homo, Lesbisch",,,,,6,2.5,,
3,,geen kinderen willen,"Homo, Lesbisch",,,,,6,2.5,,
5,,ze geen kinderen willen,"Homol, Lesbisch",,,,,6,2.5,,
11,,wil geen kinderen,"Homo, Lesbisch",,,,,6,2.5,,
1,,zoeken aandacht,"LGBTQ, Queer",,,,,6,3,,
3,,aandacht zoeken,"LGBTQ, Queer",,,,,6,3,,
5,,ze aandacht zoeken,"LGBTQ, Queer",,,,,6,3,,
11,,zoekt aandacht,"LGBTQ, Queer",,,,,6,3,,
1,,willen eigenlijk een jongen zijn,Lesbisch,,,,,6,2.83,,
3,,eigenlijk een jongen willen zijn,Lesbisch,,,,,6,2.83,,
5,,ze eigenlijk een jongen willen zijn,Lesbisch,,,,,6,2.83,,
11,,wil eigenlijk een jongen zijn,Lesbisch,,,,,6,2.83,,
1,,doen aan zelfbeschadiging,"Aseksueel, Queer, LGBTQ",,,,,6,3.17,,
3,,aan zelfbeschadiging doen,"Aseksueel, Queer, LGBTQ",,,,,6,3.17,,
5,,ze aan zelfbeschadiging doen,"Aseksueel, Queer, LGBTQ",,,,,6,3.17,,
11,,doet aan zelfbeschadiging,"Aseksueel, Queer, LGBTQ",,,,,6,3.17,,
1,,zijn depressief,"Queer, LGBTQ",,,,,6,3,,
3,,depressief zijn,"Queer, LGBTQ",,,,,6,3,,
5,,ze depressief zijn,"Queer, LGBTQ",,,,,6,3,,
11,,is depressief,"Queer, LGBTQ",,,,,6,3,,
1,,willen hun ouders in de weg zitten,Transgender,,,,,6,3,,
3,,hun ouders in de weg willen zitten,Transgender,,,,,6,3,,
5,,ze hun ouders in de weg willen zitten,Transgender,,,,,6,3,,
11,,wil hun ouders in de weg zitten,Transgender,,,,,6,3,,
1,,slapen met iedereen,Homo,,,,,6,3,,
3,,met iedereen slapen,Homo,,,,,6,3,,
5,,ze met iedereen slapen,Homo,,,,,6,3,,
11,,slaapt met iedereen,Homo,,,,,6,3,,
1,,zijn vegetarisch,"Queer, LGBTQ",,,,,6,-0.17,,
3,,vegetarisch zijn,"Queer, LGBTQ",,,,,6,-0.17,,
5,,ze vegetarisch zijn,"Queer, LGBTQ",,,,,6,-0.17,,
11,,is vegetarisch,"Queer, LGBTQ",,,,,6,-0.17,,
1,,hebben het alleen maar over gender/seksualiteit,"Lesbisch, Non-binair",,,,,6,2,,
3,,het alleen maar hebben over gender/seksualiteit,"Lesbisch, Non-binair",,,,,6,2,,
5,,ze het alleen maar hebben over gender/seksualiteit,"Lesbisch, Non-binair",,,,,6,2,,
11,,heeft het alleen maar over gender/seksualiteit,"Lesbisch, Non-binair",,,,,6,2,,
1,,gebruiken voornaamwoorden die niet in de Nederlanse taal voorkomen,Non-binair,,,,,6,2.17,,
3,,voornaamwoorden gebruiken die niet in de Nederlandse taal voorkomen,Non-binair,,,,,6,2.17,,
5,,ze voornaamwoorden gebruiken die niet in de Nederlandse taal voorkomen,Non-binair,,,,,6,2.17,,
11,,gebruikt voornaamwoorden die niet in de Nederlandse taal voorkomen,Non-binair,,,,,6,2.17,,
1,,hebben gewoon nog geen goede man gehad,Lesbisch,,,,,6,2.83,,
3,,gewoon nog geen goede man hebben gehad,Lesbisch,,,,,6,2.83,,
5,,ze gewoon nog geen goede man hebben gehad,Lesbisch,,,,,6,2.83,,
11,,heeft gewoon nog geen goede man gehad,Lesbisch,,,,,6,2.83,,
1,,zijn niet goed in sporten,Homo,,,,,6,2.17,,
3,,niet goed zijn in sporten,Homo,,,,,6,2.17,,
5,,ze niet goed zijn in sporten,Homo,,,,,6,2.17,,
11,,is niet goed in sporten,Homo,,,,,6,2.17,,
1,,willen een trio,Biseksueel,,,,,6,2,,
3,,een trio willen,Biseksueel,,,,,6,2,,
5,,ze een trio willen,Biseksueel,,,,,6,2,,
11,,wil een trio,Biseksueel,,,,,6,2,,
1,,vormen een gevaar voor de maatschappij met hun genderwaanzin,"Non-binair, Transgender",,,,,6,3.83,,
3,,een gevaar vormen voor de maatschappij met hun genderwaanzin,"Non-binair, Transgender",,,,,6,3.83,,
5,,ze een gevaar vormen voor de maatschappij met hun genderwaanzin,"Non-binair, Transgender",,,,,6,3.83,,
11,,vormt een gevaar voor de maatschappij met hun genderwaanzin,"Non-binair, Transgender",,,,,6,3.83,,
1,,moeten een keuze maken over hun label,Queer,,,,,6,2.83,,
3,,een keuze moeten maken over hun label,Queer,,,,,6,2.83,,
5,,ze een keuze moeten maken over hun label,Queer,,,,,6,2.83,,
11,,moet een keuze maken over hun label,Queer,,,,,6,2.83,,
1,,hebben alleen maar vriendinnen,Homo,,,,,6,1.33,,
3,,alleen maar vriendinnen hebben,Homo,,,,,6,1.33,,
5,,ze alleen maar vriendinnen hebben,Homo,,,,,6,1.33,,
11,,heeft alleen maar vriendinnen,Homo,,,,,6,1.33,,
